"","city","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"1051","Charlotte","NC",28207,35.197518,-80.825545,4,122,"Fast Food, American (Traditional)","no","no","yes","True","True","2","False","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","False","True","False","False"
"1052","Charlotte","NC",28203,35.210017,-80.855878,3.5,276,"Fast Food, American (Traditional)","no","no","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"1053","Champaign","IL",61821,40.0979104613,-88.2938878146,1.5,12,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","loud","False","False","False","True","False","False","False"
"1054","Charlotte","NC",28205,35.2104796,-80.7818169,3,7,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","True","False","False","False"
"1055","Charlotte","NC",28216,35.348121,-80.858506,4,44,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"1056","Urbana","IL",61801,40.1068411,-88.2218579,3.5,51,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","True","True","False","casual","False","True","False","False","False","free","average","True","False","True","False","False","True","True"
"1057","Verona","WI",53593,42.9295946,-89.5254677,4,14,"Fast Food, American (Traditional)","yes","no","no","True","True","1","False","False","True","True","casual","False","True","False","False","False","no","quiet","False","False","False","False","False","False","False"
"1058","Oregon","WI",53575,42.918383,-89.371889,4,26,"Fast Food, American (Traditional)","no","no","no","True","True","2","False","True","True","True","casual","False","False","False","True","False","no","average","True","True","False","False","True","False","False"
"1059","Gastonia","NC",28054,35.2686658,-81.1462827,3.5,83,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","True","True","False","True","True","False","False"
"1060","Charlotte","NC",28277,35.0226574,-80.8472311,4.5,6,"Fast Food, American (Traditional)","yes","yes","no","True","False","2","True","False","True","False","casual","False","False","False","True","True","no","average","False","False","False","True","True","False","False"
"1061","Charlotte","NC",28205,35.21827,-80.8118,4.5,58,"Coffee & Tea, Cafes","yes","yes","no","True","False","1","False","False","True","True","casual","False","False","False","False","False","free","very_loud","False","False","False","False","False","False","True"
"1062","Charlotte","NC",28205,35.2201453759,-80.8072895722,4,151,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","True","True","False","False"
"1063","Madison","WI",53711,43.0495471,-89.4740771,4,107,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","True","True","False","casual","False","False","False","True","False","no","quiet","True","False","False","True","True","False","False"
"1064","Charlotte","NC",28210,35.152861,-80.8398047,2.5,338,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","True","casual","True","False","False","False","False","free","loud","True","False","False","True","True","False","False"
"1065","Charlotte","NC",28277,35.029324,-80.850153,3.5,34,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"1066","Middleton","WI",53562,43.0906254,-89.5255967,4,91,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"1067","Charlotte","NC",28269,35.3432482,-80.7690779,3,28,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","True","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","False","False","False"
"1068","Charlotte","NC",28277,35.0622318,-80.7733554,4.5,16,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","False","True","False"
"1069","Savoy","IL",61874,40.070305,-88.249625,1.5,5,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","True","False","no","very_loud","False","False","False","False","True","False","False"
"1070","Concord","NC",28025,35.4090355,-80.5797955,4.5,36,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","True","False","False","False","free","average","True","False","False","True","False","False","False"
"1071","Charlotte","NC",28226,35.0882299,-80.8457038,4,74,"Coffee & Tea, Cafes","yes","yes","yes","True","False","3","True","False","False","False","dressy","False","False","False","True","False","free","quiet","False","False","False","False","False","True","False"
"1072","Charlotte","NC",28207,35.200325,-80.824611,4,143,"Nightlife, Bars","no","no","yes","True","True","3","True","False","False","False","casual","False","False","False","True","False","no","average","False","False","False","False","True","False","False"
"1073","Charlotte","NC",28269,35.334731767,-80.7914621176,3.5,87,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"1074","Charlotte","NC",28210,35.1791621289,-80.8828282356,2.5,19,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","False"
"1075","Champaign","IL",61820,40.1373077478,-88.2400815226,5,5,"Fast Food, American (Traditional)","yes","yes","no","True","False","3","False","False","False","True","dressy","False","False","False","False","False","free","average","False","False","False","False","True","False","False"
"1076","Madison","WI",53705,43.0747426,-89.4442252,3.5,93,"Fast Food, American (Traditional)","yes","yes","yes","True","True","3","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","False","True","False","False"
"1077","Charlotte","NC",28273,35.1050414819,-80.9898836505,4,315,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"1078","Charlotte","NC",28269,35.3503227234,-80.8428878784,3.5,19,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","True","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"1079","Charlotte","NC",28205,35.2350664,-80.7878526,4,79,"Sandwiches, Fast Food","yes","no","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","True","False"
"1080","Madison","WI",53705,43.0759110665,-89.4548245015,2,8,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"1081","Madison","WI",53715,43.0730787,-89.4092156,3.5,47,"American (Traditional), Nightlife","no","no","yes","True","True","2","False","False","False","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"1082","Charlotte","NC",28215,35.23669,-80.7745024,4.5,345,"Fast Food, American (Traditional)","yes","no","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"1083","Concord","NC",28027,35.3752008,-80.729887,4,9,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"1084","Charlotte","NC",28202,35.2282036723,-80.8464987203,3.5,51,"Nightlife, Bars","yes","yes","no","True","True","2","True","False","False","False","dressy","True","True","False","False","False","free","loud","True","False","False","False","False","False","False"
"1085","Madison","WI",53704,43.0922759,-89.355528,4,283,"Coffee & Tea, Cafes","yes","no","yes","True","True","2","True","False","True","True","casual","False","True","False","False","False","no","average","False","False","False","True","True","False","False"
"1086","Madison","WI",53715,43.0678133,-89.3994177,3.5,19,"American (Traditional), Nightlife","yes","yes","no","True","True","1","False","False","False","False","casual","False","True","False","True","False","free","quiet","False","False","False","False","False","False","False"
"1087","Matthews","NC",28104,35.1417921019,-80.6236691773,2.5,18,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"1088","Madison","WI",53705,43.07572,-89.44916,2.5,32,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"1089","Charlotte","NC",28212,35.20255,-80.73531,1.5,9,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"1090","Charlotte","NC",28213,35.2601965269,-80.7740629837,3.5,4,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"1091","Charlotte","NC",28204,35.215054,-80.83331,2.5,14,"Coffee & Tea, Cafes","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","True","True","False","True"
"1092","Matthews","NC",28104,35.068615,-80.7009966,4.5,83,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","quiet","True","False","False","False","False","False","False"
"1093","Charlotte","NC",28206,35.2549951,-80.8021771,1.5,7,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","False","False","False"
"1094","Middleton","WI",53562,43.0935719,-89.4923464,2.5,34,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","False","False","False","False"
"1095","Charlotte","NC",28205,35.244224,-80.7800929,4.5,35,"Sandwiches, Fast Food","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","False"
"1096","Denver","NC",28037,35.4436281,-80.9904744,3,4,"Fast Food, American (Traditional)","yes","yes","no","True","False","1","False","False","False","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"1097","Charlotte","NC",28202,35.2253792,-80.8419644,3,66,"Nightlife, Bars","no","no","yes","True","False","2","False","False","False","True","casual","True","False","False","False","True","free","very_loud","False","False","False","False","False","False","False"
"1098","Matthews","NC",28105,35.1355461,-80.7128656,4,32,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","True","True","False","False"
"1099","Kannapolis","NC",28081,35.467842,-80.6238893,3.5,7,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","False","False","False","False"
"1100","Charlotte","NC",28269,35.3719981257,-80.7835740481,4,26,"Coffee & Tea, Cafes","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","quiet","False","False","False","False","False","False","False"
"1101","Charlotte","NC",28205,35.2046128807,-80.8085793933,3.5,58,"Nightlife, Bars","yes","no","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","False","True","False","False"
"1102","Stoughton","WI",53589,42.9166406,-89.215992,3.5,27,"Nightlife, Bars","no","no","no","True","True","2","True","False","True","False","casual","False","True","False","False","False","no","quiet","True","False","False","False","False","False","False"
"1103","Charlotte","NC",28277,35.0983168717,-80.7809628146,2.5,15,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","loud","False","False","False","False","False","False","False"
"1104","Madison","WI",53715,43.0615157,-89.400391,3,106,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","True","False","False","False","False"
"1105","Charlotte","NC",28207,35.1864682,-80.8220131,4.5,104,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","True","True","False","False"
"1106","Charlotte","NC",28213,35.2973220045,-80.74729084,2.5,17,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","quiet","False","False","False","False","False","False","False"
"1107","Charlotte","NC",28277,35.0662547,-80.7724494,4.5,344,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","False","True","False","True","True","False","False"
"1108","Charlotte","NC",28209,35.1709628,-80.8483093,4.5,671,"Nightlife, Bars","no","no","yes","True","False","2","False","False","False","False","casual","False","True","False","True","False","no","average","False","False","False","False","True","False","False"
"1109","Gastonia","NC",28054,35.2322636,-81.1675409,3.5,9,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","False","False","False","False"
"1110","Charlotte","NC",28262,35.3132486656,-80.7432008319,2.5,82,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","True","False","False","False"
"1111","Waunakee","WI",53597,43.150747,-89.415007,4,61,"Nightlife, Bars","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"1112","Madison","WI",53718,43.0627259969,-89.2967988923,3.5,9,"Sandwiches, Fast Food","no","no","no","True","True","1","False","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"1113","Madison","WI",53703,43.0766991,-89.374957,3.5,156,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","True","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"1114","Middleton","WI",53562,43.1407496,-89.5211137,4,12,"American (Traditional), Nightlife","yes","yes","no","True","True","1","False","False","False","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"1115","Madison","WI",53719,43.0162232238,-89.5103274509,2.5,25,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"1116","Charlotte","NC",28203,35.2143506,-80.8575412,4,378,"Southern, Breakfast & Brunch","no","no","yes","False","True","1","False","False","True","False","casual","False","True","False","True","False","no","average","True","False","False","True","False","False","False"
"1117","Charlotte","NC",28217,35.1763866,-80.8800003,4,23,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"1118","Charlotte","NC",28208,35.219378,-80.945041,2.5,49,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","False","False","free","loud","False","False","False","False","True","False","True"
"1119","Cottage Grove","WI",53527,43.104595,-89.198601,4.5,6,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","False","False","False","False"
"1120","Charlotte","NC",28213,35.2946040657,-80.7480016351,1.5,18,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","loud","True","False","False","True","False","False","False"
"1121","Charlotte","NC",28213,35.2589745134,-80.7768206374,2,4,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","False","False","False","False"
"1122","Madison","WI",53719,43.0552755,-89.5059138,2,57,"American (Traditional), Nightlife","yes","yes","no","True","True","2","True","False","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","False","False","False","False"
"1123","Charlotte","NC",28203,35.203872,-80.838296,4,5,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","False","True","True"
"1124","Charlotte","NC",28210,35.152861,-80.8398047,2.5,338,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","True","casual","True","False","False","False","False","free","loud","True","False","False","True","True","False","False"
"1125","Gastonia","NC",28052,35.262766,-81.153491,2.5,10,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"1126","Charlotte","NC",28277,35.0553533494,-80.8351403034,3.5,188,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","True","True"
"1127","Madison","WI",53715,43.0495357132,-89.3931284174,4.5,15,"Fast Food, American (Traditional)","no","no","no","True","True","1","True","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"1128","Charlotte","NC",28208,35.2244478,-80.887181,4,16,"Fast Food, American (Traditional)","yes","no","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","True","False","False","True","False","False"
"1129","Monona","WI",53713,43.0489157,-89.3370316,3.5,60,"Nightlife, Bars","yes","yes","no","True","True","2","True","False","True","True","casual","False","True","False","False","False","no","loud","True","False","False","False","True","False","False"
"1130","Charlotte","NC",28205,35.217429,-80.794365,4.5,220,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"1131","Charlotte","NC",28202,35.2279985,-80.8413468,4,185,"Fast Food, American (Traditional)","no","no","yes","True","False","3","True","False","False","True","dressy","False","False","False","False","False","no","quiet","False","False","False","False","True","False","False"
"1132","Madison","WI",53719,43.0559506,-89.4977688,4.5,135,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"1133","Matthews","NC",28105,35.0820325883,-80.7289966546,3,34,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","False","False","False"
"1134","Charlotte","NC",28277,35.0953817,-80.7780359,2,11,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","free","average","False","False","False","True","True","False","False"
"1135","Indian Trail","NC",28079,35.0514066461,-80.6455858021,4.5,73,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","True","False","True","False","True","False"
"1136","Verona","WI",53593,42.9880198,-89.5336701,3.5,28,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","True","casual","False","False","False","True","False","no","quiet","True","False","False","True","False","False","False"
"1137","Champaign","IL",61820,40.092351,-88.246124,3,107,"American (Traditional), Nightlife","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","very_loud","False","False","False","True","True","False","False"
"1138","Charlotte","NC",28208,35.2317188282,-80.926421572,4,8,"Southern, Breakfast & Brunch","no","no","no","True","True","1","True","False","True","True","casual","False","False","False","True","False","free","quiet","True","False","False","False","False","False","False"
"1139","Madison","WI",53703,43.07827,-89.372077,4,64,"Coffee & Tea, Cafes","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","False","False","True"
"1140","Waunakee","WI",53597,43.1923628304,-89.4661277533,3,4,"Fast Food, American (Traditional)","yes","yes","no","True","False","2","False","False","False","True","casual","False","True","False","False","False","free","average","False","False","False","False","True","False","False"
"1141","Charlotte","NC",28262,35.30417,-80.75017,2.5,51,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","False","True","True"
"1142","Charlotte","NC",28210,35.1486809846,-80.8330007596,2,43,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","very_loud","False","True","False","True","True","False","True"
"1143","Charlotte","NC",28226,35.0886242,-80.8614863,4,165,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"1144","Charlotte","NC",28202,35.2260383,-80.8455201,4,117,"Fast Food, American (Traditional)","no","no","yes","True","True","1","False","True","False","False","casual","False","True","False","False","False","no","quiet","True","False","False","True","True","False","False"
"1145","Champaign","IL",61820,40.1166758,-88.229763,4,33,"Coffee & Tea, Cafes","yes","yes","no","True","True","2","True","False","False","True","casual","True","False","True","False","False","free","average","True","False","False","False","False","False","False"
"1146","Champaign","IL",61822,40.137698,-88.260784,3.5,23,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","free","quiet","True","False","False","True","False","False","False"
"1147","Madison","WI",53703,43.0741778,-89.3919536,3.5,42,"Nightlife, Bars","yes","no","yes","True","True","1","False","False","False","True","casual","False","True","False","False","False","free","very_loud","False","False","False","False","False","False","False"
"1148","Madison","WI",53703,43.0748187827,-89.3934650204,4,21,"American (Traditional), Nightlife","no","no","no","True","False","1","False","False","True","False","casual","True","True","False","False","False","free","average","False","False","False","True","True","True","False"
"1149","Monona","WI",53716,43.0567055,-89.326142,3,32,"Nightlife, Bars","no","no","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"1150","Madison","WI",53703,43.074789,-89.397007,3.5,44,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","True","False","False","True","casual","False","False","False","False","False","free","average","False","False","False","False","True","False","False"
"1151","Champaign","IL",61820,40.1105931,-88.2296109,3,83,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","True","False","False","False","no","average","False","False","False","True","True","False","False"
"1152","Madison","WI",53703,43.0763209,-89.376141,4.5,16,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"1153","Fitchburg","WI",53711,43.0053506,-89.4226532,4.5,22,"Coffee & Tea, Cafes","yes","yes","no","True","True","2","False","False","False","False","casual","False","False","False","False","False","no","quiet","False","False","False","False","False","False","False"
"1154","Charlotte","NC",28202,35.2278131,-80.8414916,3.5,66,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","True","False","False","False","casual","True","True","False","False","False","free","average","True","False","False","True","True","False","False"
"1155","Stoughton","WI",53589,42.928892,-89.249287,2,9,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","False","casual","False","False","False","False","False","free","quiet","False","False","False","False","True","False","False"
"1156","Charlotte","NC",28270,35.135122,-80.736668,3.5,94,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"1157","Charlotte","NC",28210,35.090561,-80.867977,3.5,43,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","True","False","False","True"
"1158","Gastonia","NC",28056,35.2229191,-81.1026909,2.5,4,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","True","False","False"
"1159","Champaign","IL",61820,40.0938755447,-88.2377565934,3,91,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"1160","Charlotte","NC",28203,35.2008136,-80.8438119,3.5,115,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"1161","Charlotte","NC",28217,35.181116,-80.915015,3,8,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"1162","Charlotte","NC",28262,35.3090905,-80.7477275,4,74,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"1163","Cornelius","NC",28031,35.4826458,-80.8601039,4,30,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"1164","Charlotte","NC",28278,35.1691081,-80.9692651,3.5,6,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","False"
"1165","Charlotte","NC",28277,35.0705847,-80.8444573,4.5,413,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"1166","Charlotte","NC",28214,35.2435812,-80.938286,1.5,17,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","False"
"1167","Belleville","WI",53508,42.859873,-89.536169,4,8,"American (Traditional), Nightlife","yes","yes","no","False","True","1","False","False","False","True","casual","False","True","False","False","False","no","average","True","False","True","True","True","False","False"
"1168","Madison","WI",53704,43.1302659456,-89.3034115434,3,33,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","False"
"1169","Madison","WI",53703,43.0740207,-89.3813538,4,126,"Fast Food, American (Traditional)","yes","yes","yes","True","True","3","True","False","False","True","dressy","True","False","False","False","False","free","average","True","False","False","False","True","False","False"
"1170","Charlotte","NC",28202,35.2254656104,-80.8430188493,3.5,243,"Nightlife, Bars","yes","yes","yes","True","True","3","True","False","False","False","dressy","False","False","False","False","False","free","average","True","False","False","False","True","False","False"
"1171","Madison","WI",53703,43.0763209,-89.376141,4.5,16,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","False","False","True","True"
"1172","Madison","WI",53711,43.0469096,-89.4770975,3.5,90,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","True","True","True","False","False"
"1173","Huntersville","NC",28078,35.44271,-80.86705,3,43,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","True","False","True","True"
"1174","Champaign","IL",61820,40.091901,-88.245362,5,46,"Fast Food, American (Traditional)","no","no","no","True","True","2","False","False","False","False","casual","False","False","False","True","False","no","average","False","False","False","False","False","False","False"
"1175","Homer","IL",61849,40.0356044068,-87.9583024912,4.5,10,"Coffee & Tea, Cafes","yes","yes","no","True","True","1","True","False","True","False","casual","False","True","False","False","False","free","quiet","True","False","False","False","False","False","False"
"1176","Charlotte","NC",28210,35.0939713,-80.8655831,4.5,30,"Fast Food, American (Traditional)","no","no","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"1177","Champaign","IL",61820,40.1168569,-88.2430189,4,119,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"1178","Madison","WI",53715,43.0629329,-89.40109,3,60,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","True","False","False","False","no","average","False","False","False","True","False","False","False"
"1179","Charlotte","NC",28217,35.1684737768,-80.875257492,4.5,486,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"1180","Madison","WI",53713,43.0519792,-89.379378,3,53,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","True","False","False","False"
"1181","Charlotte","NC",28211,35.1761455,-80.7996081,4,57,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","True","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"1182","Charlotte","NC",28277,35.038603,-80.7940675,4,7,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","True","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","False"
"1183","Charlotte","NC",28204,35.213685,-80.844951,3.5,33,"Fast Food, American (Traditional)","no","no","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"1184","Charlotte","NC",28216,35.3258902,-80.9463896,3.5,27,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","True","True","False","False"
