"","city","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"2412","Charlotte","NC",28205,35.2205186,-80.8118406,3.5,600,"Sandwiches, Fast Food","yes","yes","yes","True","True","2","False","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","True","False","True","True"
"2413","Kannapolis","NC",28083,35.4750906604,-80.6096331775,5,30,"Coffee & Tea, Cafes","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"2414","Champaign","IL",61820,40.118679,-88.244834,4,263,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","True","False","casual","True","True","False","False","False","no","average","True","False","False","True","False","False","False"
"2415","Madison","WI",53704,43.1154886,-89.3249625,4,140,"Fast Food, American (Traditional)","yes","no","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"2416","Charlotte","NC",28209,35.1699086,-80.851132,4.5,127,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"2417","Charlotte","NC",28273,35.14388,-80.931466,3,43,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","True","True"
"2418","Champaign","IL",61820,40.0959706657,-88.257621411,4.5,19,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","True","casual","False","True","False","True","False","free","average","False","False","False","True","True","False","False"
"2419","Charlotte","NC",28217,35.1658383354,-80.8754028752,4,215,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","True","False","False"
"2420","Madison","WI",53705,43.0741353918,-89.4527987522,4,87,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","False","True","True","True","casual","True","False","False","True","False","free","average","True","True","False","False","False","False","False"
"2421","Charlotte","NC",28204,35.2221517,-80.821667,4,277,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"2422","Champaign","IL",61820,40.108833611,-88.2435071468,2.5,4,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","False","casual","False","True","False","False","False","free","average","False","False","False","False","True","False","False"
"2423","Charlotte","NC",28202,35.2284606,-80.8432281,2,5,"Fast Food, American (Traditional)","no","no","no","True","True","2","True","True","True","False","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"2424","Urbana","IL",61802,40.1334488,-88.1995086,3.5,28,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","False","True","True"
"2425","Concord","NC",28025,35.4475856,-80.5996181,4,26,"Fast Food, American (Traditional)","yes","no","no","True","True","2","False","False","True","True","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"2426","Charlotte","NC",28215,35.2239833,-80.7259243,4,19,"Fast Food, American (Traditional)","no","no","no","True","True","2","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"2427","Charlotte","NC",28211,35.177439,-80.798697,3,94,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","True","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"2428","Huntersville","NC",28078,35.446286,-80.879535,4,222,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","True","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"2429","Matthews","NC",28105,35.138976,-80.684272,2.5,17,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","False","False","casual","False","True","False","False","False","no","quiet","True","False","False","True","False","False","False"
"2430","Charlotte","NC",28270,35.1473135,-80.7440484,4,27,"Southern, Breakfast & Brunch","no","no","no","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","quiet","True","False","False","True","False","True","False"
"2431","Charlotte","NC",28208,35.2203324063,-80.9440162454,4,276,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","False","False","casual","False","False","False","False","False","free","quiet","False","False","False","True","True","False","True"
"2432","Madison","WI",53704,43.0945835,-89.3641631,3,44,"Fast Food, American (Traditional)","yes","no","no","True","True","1","True","True","False","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2433","Charlotte","NC",28205,35.211861,-80.761811,4,39,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","True","False","True","False","casual","False","False","False","True","False","no","quiet","True","False","False","True","True","True","False"
"2434","Sun Prairie","WI",53590,43.1866,-89.2315,1.5,16,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","False","True","casual","True","True","False","False","False","free","average","True","False","False","False","False","False","False"
"2435","Madison","WI",53719,43.0146904387,-89.4983652026,2.5,14,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","False","False","False","False"
"2436","Madison","WI",53711,43.0548519,-89.450401,3.5,108,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","True","True","True","casual","False","True","False","True","False","free","average","True","False","False","False","True","False","False"
"2437","Windsor","WI",53598,43.2072666,-89.3524764,4,11,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"2438","Madison","WI",53704,43.1287479014,-89.3086069822,1.5,9,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","False","True","casual","False","True","False","False","False","no","quiet","False","False","False","False","False","False","False"
"2439","Charlotte","NC",28210,35.117183,-80.857545,3,13,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","True","True","True","casual","False","False","False","False","True","paid","very_loud","True","False","False","False","False","False","False"
"2440","Charlotte","NC",28212,35.178868,-80.755892,1.5,23,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","False","False","False","False"
"2441","Charlotte","NC",28202,35.2279912,-80.843388,4,154,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","False","False","casual","False","False","True","False","False","free","average","False","True","False","True","True","False","False"
"2442","Charlotte","NC",28209,35.1731719,-80.8477863,4,49,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","False","False","False","False"
"2443","Madison","WI",53703,43.0747543098,-89.3813350797,4,166,"Fast Food, American (Traditional)","no","no","yes","True","True","2","False","False","False","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"2444","Madison","WI",53715,43.0676042758,-89.4081924837,3.5,36,"American (Traditional), Nightlife","yes","yes","no","True","True","2","True","False","False","True","casual","False","False","False","False","False","free","loud","False","False","False","False","False","False","False"
"2445","Madison","WI",53719,43.047485,-89.5026303,3.5,11,"Fast Food, American (Traditional)","yes","no","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"2446","Charlotte","NC",28202,35.2277591,-80.8381993,4,15,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","True","casual","True","True","False","True","False","free","loud","True","False","False","True","False","False","False"
"2447","Stanley","NC",28164,35.3551025,-81.0880771,2.5,4,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","True","False","False","False"
"2448","Waunakee","WI",53597,43.150747,-89.415007,4,61,"Nightlife, Bars","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"2449","Champaign","IL",61820,40.1166758,-88.229763,3.5,40,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","True","True","False","casual","False","True","False","False","False","free","very_loud","False","False","False","True","True","True","False"
"2450","Madison","WI",53704,43.1005032672,-89.3481780865,4.5,81,"American (Traditional), Nightlife","yes","yes","yes","True","False","2","False","False","True","True","casual","False","True","False","True","False","free","average","False","False","False","True","True","False","False"
"2451","Harrisburg","NC",28075,35.3271068,-80.6480439,4.5,33,"Coffee & Tea, Cafes","yes","yes","yes","True","True","1","False","False","False","True","casual","False","False","False","False","False","free","loud","False","False","True","False","False","False","False"
"2452","Charlotte","NC",28217,35.1395278,-80.8760774,4,114,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","True","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"2453","Middleton","WI",53562,43.0960983,-89.514471,4,66,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"2454","Charlotte","NC",28278,35.1716437,-80.9638796,4,14,"Sandwiches, Fast Food","no","no","no","True","True","1","False","False","False","False","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"2455","Sun Prairie","WI",53590,43.1881687,-89.2268204,3.5,21,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","True","False","free","average","True","False","True","False","True","False","False"
"2456","Gastonia","NC",28052,35.2640132,-81.1840297,4,12,"Coffee & Tea, Cafes","no","no","no","True","True","1","False","True","True","True","casual","False","False","False","False","False","free","loud","True","False","False","False","False","False","False"
"2457","Oregon","WI",53575,42.9255658,-89.3848016,4,30,"Sandwiches, Fast Food","yes","no","no","True","True","2","False","False","True","True","casual","False","True","False","False","False","no","average","True","False","False","False","False","False","False"
"2458","Charlotte","NC",28205,35.2201956,-80.8131952,3,72,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"2459","Champaign","IL",61821,40.112421,-88.280002,4,92,"Fast Food, American (Traditional)","yes","no","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","False","False","False","False"
"2460","Charlotte","NC",28206,35.240667,-80.845087,4.5,349,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","False","True","casual","True","False","True","True","False","free","average","True","False","True","False","False","False","False"
"2461","Charlotte","NC",28205,35.219082,-80.7966386,4.5,32,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"2462","Charlotte","NC",28207,35.202113,-80.824515,4.5,51,"Fast Food, American (Traditional)","no","no","no","True","True","3","True","False","False","True","dressy","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"2463","Charlotte","NC",28213,35.2409631,-80.797204,2.5,26,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","True","False","False","casual","False","False","False","True","False","free","very_loud","True","False","False","False","False","False","False"
"2464","Dane","WI",53529,43.2521599,-89.49981,4.5,3,"American (Traditional), Nightlife","yes","yes","no","False","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","True","False","True","True"
"2465","Charlotte","NC",28269,35.367179,-80.786418,4.5,161,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","True","False","True","True","False","False"
"2466","Fitchburg","WI",53719,43.0115559554,-89.4769208282,3,139,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","False","True","True"
"2467","Charlotte","NC",28269,35.275521,-80.8360774,1,7,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"2468","Charlotte","NC",28273,35.1023996,-80.9845604,4,132,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","False","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","True","False"
"2469","Madison","WI",53711,43.0322903775,-89.457105,2,5,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"2470","Charlotte","NC",28207,35.2013619,-80.8246661,4,260,"Fast Food, American (Traditional)","yes","no","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"2471","Madison","WI",53703,43.0745732,-89.3915156,3,57,"Fast Food, American (Traditional)","no","no","no","True","True","2","False","False","True","False","casual","False","True","False","False","False","no","average","False","False","False","True","True","False","False"
"2472","Charlotte","NC",28203,35.2128394437,-80.8588018672,4,244,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","True","False","False","False","no","average","False","False","False","True","True","False","False"
"2473","Charlotte","NC",28262,35.3105707,-80.7492861,4.5,164,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","quiet","True","True","False","False","False","False","False"
"2474","Gastonia","NC",28052,35.2638125761,-81.1843716667,5,74,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","True","True","False","False","False","free","average","True","False","False","True","True","False","False"
"2475","Huntersville","NC",28078,35.446135,-80.879821,4,132,"American (Traditional), Nightlife","yes","yes","yes","True","True","3","True","False","False","True","dressy","False","True","False","False","True","no","quiet","True","False","False","False","True","False","False"
"2476","Charlotte","NC",28209,35.174959,-80.8487112,4,333,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","False","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2477","Charlotte","NC",28277,35.0524851367,-80.7687394094,4,16,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"2478","Charlotte","NC",28273,35.1361786,-80.9369736,3,23,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"2479","Madison","WI",53713,43.0420146,-89.3939138,4,40,"Coffee & Tea, Cafes","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","True"
"2480","Mount Holly","NC",28120,35.3101629,-81.0363466,3.5,14,"Southern, Breakfast & Brunch","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","False","False","True","True"
"2481","Charlotte","NC",28210,35.1524371765,-80.8395179364,4,634,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","2","True","True","True","False","casual","True","False","False","False","False","free","average","True","False","False","True","False","True","True"
"2482","Monroe","NC",28110,35.0087957,-80.5608148,2.5,13,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","loud","True","False","False","False","False","False","False"
"2483","Charlotte","NC",28202,35.2253544,-80.8461468,3,6,"Sandwiches, Fast Food","no","no","no","True","True","2","True","False","False","True","casual","False","False","False","False","False","free","quiet","True","False","False","False","False","False","False"
"2484","Charlotte","NC",28202,35.2258610579,-80.8477123135,3,199,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","True","True","casual","True","True","False","False","False","free","average","True","False","True","True","True","False","False"
"2485","Charlotte","NC",28202,35.2278675,-80.8413036,3.5,298,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","False","True","casual","True","True","False","False","False","free","average","True","False","True","False","True","False","False"
"2486","Charlotte","NC",28209,35.170976,-80.8493255,3.5,73,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","False","False","True"
"2487","Belmont","NC",28012,35.2429314,-81.0376408,3,27,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","False","True","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"2488","Charlotte","NC",28205,35.2028663,-80.7609796,4.5,287,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2489","Charlotte","NC",28217,35.1763731,-80.8800294,4,73,"Fast Food, American (Traditional)","no","no","yes","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","quiet","True","False","False","True","False","True","True"
"2490","Concord","NC",28027,35.411037,-80.666692,4,33,"Sandwiches, Fast Food","no","no","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","False","False","False","False"
"2491","Charlotte","NC",28204,35.2134609,-80.8299721,3,40,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","True","True"
"2492","Charlotte","NC",28273,35.139691,-80.935208,4,18,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","False","False","False","False"
"2493","Oregon","WI",53575,42.9254435,-89.3843741,3.5,43,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","True","False","False","False","no","loud","True","False","False","True","False","False","True"
"2494","Wesley Chapel","NC",28104,35.000667,-80.693754,3,85,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","True","True","False","False"
"2495","Charlotte","NC",28209,35.19747,-80.868984,3.5,31,"American (Traditional), Nightlife","yes","yes","no","True","True","1","False","False","False","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"2496","Charlotte","NC",28209,35.1717780747,-80.8492845297,3,27,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"2497","Huntersville","NC",28078,35.4367436,-80.8650021,3.5,77,"Sandwiches, Fast Food","yes","no","no","True","True","2","False","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"2498","Cornelius","NC",28031,35.44946,-80.88965,3.5,49,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","True","False","False","False","no","average","False","False","False","False","True","False","False"
"2499","Charlotte","NC",28208,35.2186768033,-80.9424017063,2.5,35,"Sandwiches, Fast Food","no","no","no","True","True","2","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","True"
"2500","Charlotte","NC",28203,35.2032555,-80.8639402,3,343,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","True","True","False","False"
"2501","Davidson","NC",28036,35.4962415,-80.8529362,4,117,"Sandwiches, Fast Food","yes","yes","yes","True","True","2","True","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","False","True","False","False"
"2502","Monona","WI",53713,43.0489157,-89.3370316,3.5,60,"Nightlife, Bars","yes","yes","no","True","True","2","True","False","True","True","casual","False","True","False","False","False","no","loud","False","False","False","False","True","False","False"
"2503","Charlotte","NC",28203,35.2040824,-80.8685935,4,7,"Fast Food, American (Traditional)","no","no","no","True","True","2","True","False","True","True","casual","True","False","False","False","False","no","average","False","False","False","True","False","False","False"
"2504","Huntersville","NC",28078,35.4409672,-80.8724138,2.5,68,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"2505","Charlotte","NC",28203,35.2112290037,-80.8577322414,2.5,118,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","True","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2506","Charlotte","NC",28262,35.2907763582,-80.7624988936,3,85,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","True","True","False","casual","False","False","False","True","False","no","average","True","True","False","True","True","False","False"
"2507","Champaign","IL",61820,40.1311947,-88.2575824,3,5,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","quiet","False","False","False","False","False","False","False"
"2508","Matthews","NC",28105,35.116822,-80.722003,4,64,"Fast Food, American (Traditional)","no","no","yes","True","True","2","True","False","False","True","casual","False","True","False","False","False","free","average","True","False","False","False","True","False","False"
"2509","Huntersville","NC",28078,35.4427959,-80.8856763,3.5,19,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"2510","Concord","NC",28025,35.4095655,-80.5805972,3.5,28,"Coffee & Tea, Cafes","no","no","no","True","True","1","False","False","True","False","casual","False","True","False","False","False","free","average","True","False","False","True","False","False","False"
"2511","Monona","WI",53716,43.0540864,-89.3261056,4.5,206,"Fast Food, American (Traditional)","yes","no","yes","True","True","2","True","True","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2512","Matthews","NC",28105,35.12272451,-80.71032968,4,155,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","loud","False","False","False","True","False","True","True"
"2513","Charlotte","NC",28277,35.0688245,-80.8431848,3,132,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"2514","Champaign","IL",61820,40.1105507,-88.2399953,3.5,64,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","False","False","False","True"
"2515","Dallas","NC",28034,35.3155716,-81.1756406,4.5,7,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","True","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","False"
"2516","Charlotte","NC",28205,35.2208073675,-80.8169551939,4,258,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"2517","Madison","WI",53703,43.07827,-89.372077,4,64,"Coffee & Tea, Cafes","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","False","False","True"
"2518","Charlotte","NC",28262,35.3133291,-80.7431378,1.5,15,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"2519","Champaign","IL",28012,40.1164204,-88.2433829,4.5,35,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","False","False","False"
"2520","Charlotte","NC",28210,35.145938695,-80.8300620574,4.5,285,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","2","True","False","False","True","casual","True","True","False","True","True","free","average","True","False","False","False","True","True","False"
"2521","Matthews","NC",28105,35.1154074,-80.720792,4,178,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"2522","Charlotte","NC",28226,35.1469687,-80.8086157,4,102,"Fast Food, American (Traditional)","no","no","yes","True","True","3","True","False","False","False","dressy","False","False","False","True","False","no","average","False","False","False","False","True","False","False"
"2523","Monona","WI",53716,43.045604,-89.327313,3.5,56,"Fast Food, American (Traditional)","yes","no","yes","False","False","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","False","False","False","True"
"2524","Madison","WI",53704,43.0922759,-89.355528,4,283,"Coffee & Tea, Cafes","yes","no","yes","True","True","2","True","False","True","True","casual","False","True","False","False","False","no","average","False","False","False","True","True","False","False"
"2525","Madison","WI",53704,43.118949,-89.3242334,3.5,5,"Nightlife, Bars","yes","yes","yes","False","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","True"
"2526","Concord","NC",28025,35.4328154,-80.603506,3.5,37,"Fast Food, American (Traditional)","yes","no","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","False"
"2527","Charlotte","NC",28227,35.2137877,-80.829107,1.5,10,"Sandwiches, Fast Food","yes","yes","no","True","False","1","False","False","True","False","casual","False","False","False","False","False","free","quiet","False","False","False","False","False","False","False"
"2528","Charlotte","NC",28203,35.2192047749,-80.8608496321,4.5,33,"Fast Food, American (Traditional)","no","no","no","True","False","3","False","False","False","False","casual","False","False","False","False","False","free","quiet","False","False","False","False","False","False","False"
"2529","Sun Prairie","WI",53590,43.1864694,-89.2667417,3,33,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2530","Charlotte","NC",28205,35.2106563,-80.7579233,3,7,"Fast Food, American (Traditional)","yes","no","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","False","False","True","True"
"2531","Charlotte","NC",28202,35.2245046772,-80.8489883362,3,137,"Fast Food, American (Traditional)","no","no","yes","True","True","2","True","False","False","False","casual","True","False","True","False","False","free","average","True","False","False","True","True","False","False"
"2532","Gastonia","NC",28054,35.2540313,-81.1785179,2,25,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","False","casual","False","False","False","False","False","no","very_loud","False","False","False","False","False","False","False"
"2533","Charlotte","NC",28226,35.1469611,-80.8090997,4,42,"Coffee & Tea, Cafes","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","True","False","False","False","False","True"
"2534","Charlotte","NC",28211,35.177355,-80.798605,3,7,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"2535","Charlotte","NC",28213,35.307219,-80.7207979,3.5,24,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","False","False","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"2536","McFarland","WI",53558,43.017724,-89.299713,2,8,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","True","True"
"2537","Charlotte","NC",28204,35.2121915223,-80.8183855665,3.5,49,"American (Traditional), Nightlife","yes","yes","no","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"2538","Charlotte","NC",28202,35.2259398,-80.8468906,3.5,63,"Nightlife, Bars","no","no","yes","True","True","1","False","False","False","True","casual","False","True","False","False","False","no","average","True","False","False","False","False","False","False"
"2539","Champaign","IL",61820,40.1101271,-88.2292118,3.5,91,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","False","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"2540","Champaign","IL",61820,40.0984525132,-88.2442462116,3,77,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","True","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","False","False","True"
"2541","Champaign","IL",61820,40.0959706657,-88.257621411,4.5,19,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","False","casual","False","True","False","True","False","free","average","False","False","False","False","True","False","False"
"2542","Charlotte","NC",28263,35.3019365,-80.7491376,4,35,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","True","True","True","casual","False","False","False","False","False","no","average","True","False","False","True","False","False","False"
"2543","Gastonia","NC",28054,35.262758,-81.169578,4.5,11,"Sandwiches, Fast Food","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","False","False","False","False"
"2544","Fitchburg","WI",53719,43.015264,-89.47901,1.5,28,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"2545","Monona","WI",53716,43.045604,-89.327313,3.5,56,"Fast Food, American (Traditional)","yes","no","yes","False","False","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","False","False","False","True"
"2546","Concord","NC",28027,35.419034,-80.742997,3,57,"Sandwiches, Fast Food","yes","yes","no","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
